,symbol,id,orderId,orderListId,price,qty,quoteQty,commission,commissionAsset,time,isBuyer,isMaker,isBestMatch,readable time
57,BTCUSDT,909223828,6453129131,-1,40537.95000000,0.01184600,480.21255570,0.00001185,BTC,1623679604680,True,False,True,2021-06-14 22:06:44
58,BTCUSDT,909223829,6453129131,-1,40537.95000000,0.00900000,364.84155000,0.00000900,BTC,1623679604680,True,False,True,2021-06-14 22:06:44
59,BTCUSDT,909223830,6453129131,-1,40539.99000000,0.00842200,341.42779578,0.00000842,BTC,1623679604680,True,False,True,2021-06-14 22:06:44
0,ETHUSDT,488519588,4653459826,-1,2400.00000000,0.04958000,118.99200000,0.00004958,ETH,1623946090086,True,True,True,2021-06-18 00:08:10
1,ETHUSDT,489138752,4653454219,-1,2300.00000000,0.05174000,119.00200000,0.00005174,ETH,1624010046378,True,True,True,2021-06-18 17:54:06
60,BTCUSDT,917224765,6507021343,-1,36200.00000000,0.00374600,135.60520000,0.00000375,BTC,1624039200303,True,True,True,2021-06-19 02:00:00
2,ETHUSDT,490743918,4682633225,-1,2162.72000000,0.06439000,139.25754080,0.00006439,ETH,1624150570561,True,True,True,2021-06-20 08:56:10
61,BTCUSDT,919529724,6530483070,-1,33782.01000000,0.00225900,76.31356059,0.00000226,BTC,1624190677006,True,True,True,2021-06-20 20:04:37
3,ETHUSDT,492827900,4653476261,-1,1900.00000000,0.07042000,133.79800000,0.00007042,ETH,1624274928108,True,True,True,2021-06-21 19:28:48
62,BTCUSDT,922206435,6549996188,-1,32525.17000000,0.00234500,76.27152365,0.00000235,BTC,1624278973089,True,True,True,2021-06-21 20:36:13
4,ETHUSDT,493072789,4708213010,-1,1954.99000000,0.10204000,199.48717960,0.00010204,ETH,1624281539311,True,False,True,2021-06-21 21:18:59
63,BTCUSDT,922579661,6550745448,-1,32200.00000000,0.00747500,240.69500000,0.00000748,BTC,1624293362264,True,True,True,2021-06-22 00:36:02
5,ETHUSDT,493543138,4709561620,-1,1900.00000000,0.13753000,261.30700000,0.00013753,ETH,1624310151253,True,True,True,2021-06-22 05:15:51
64,BTCUSDT,922914996,6550738535,-1,31800.00000000,0.01009200,320.92560000,0.00001009,BTC,1624310190449,True,True,True,2021-06-22 05:16:30
6,ETHUSDT,493802878,4715964352,-1,1861.59000000,0.07012000,130.53469080,0.00007012,ETH,1624321486515,True,False,True,2021-06-22 08:24:46
7,ETHUSDT,494256817,4722794630,-1,1865.00000000,0.07011000,130.75515000,0.00007011,ETH,1624355118146,True,True,True,2021-06-22 17:45:18
8,ETHUSDT,518492547,5005152689,-1,1892.07000000,0.08033000,151.98998310,0.00008033,ETH,1626239965310,True,True,True,2021-07-14 13:19:25
65,BTCUSDT,955203581,6825354830,-1,31900.00000000,0.00635200,202.62880000,0.00000635,BTC,1626240181159,True,True,True,2021-07-14 13:23:01
9,ETHUSDT,521858258,5045732857,-1,1880.00000000,0.13614000,255.94320000,0.00013614,ETH,1626624140260,True,True,True,2021-07-19 00:02:20
12,ETHBTC,284807883,2057581983,-1,0.06068000,0.09600000,0.00582528,0.00009600,ETH,1627274025766,True,True,True,2021-07-26 12:33:45
13,ETHBTC,284808031,2057582445,-1,0.06060000,0.03900000,0.00236340,0.00003900,ETH,1627274067569,True,True,True,2021-07-26 12:34:27
14,ETHBTC,284808032,2057582445,-1,0.06060000,0.05000000,0.00303000,0.00005000,ETH,1627274067828,True,True,True,2021-07-26 12:34:27
15,ETHBTC,284808040,2057585447,-1,0.06059000,0.06700000,0.00405953,0.00006700,ETH,1627274068963,True,True,True,2021-07-26 12:34:28
16,ETHBTC,284921970,2057586874,-1,0.06040000,0.08000000,0.00483200,0.00008000,ETH,1627317549180,True,True,True,2021-07-27 00:39:09
17,ETHBTC,285027290,2057583086,-1,0.05900000,0.07300000,0.00430700,0.00007300,ETH,1627348782314,True,True,True,2021-07-27 09:19:42
18,ETHBTC,285253638,2057181327,-1,0.05800000,1.26100000,0.07313800,0.00126100,ETH,1627436596513,True,True,True,2021-07-28 09:43:16
19,ETHBTC,285282937,2066176532,-1,0.05750000,0.42300000,0.02432250,0.00042300,ETH,1627445766255,True,True,True,2021-07-28 12:16:06
66,ADAUSDT,244068897,2104700131,-1,2.12190000,94.25000000,199.98907500,0.09425000,ADA,1629166862560,True,True,True,2021-08-17 10:21:02
67,ADAUSDT,267376063,2226732899,-1,2.85400000,1916.50000000,5469.69100000,1.91650000,ADA,1630409909304,True,False,True,2021-08-31 19:38:29
20,ADAETH,20512134,348879416,-1,0.00083070,572.80000000,0.47582496,0.57280000,ADA,1630411204133,True,True,True,2021-08-31 20:00:04
21,ADAETH,20512137,348879416,-1,0.00083070,299.00000000,0.24837930,0.29900000,ADA,1630411205567,True,True,True,2021-08-31 20:00:05
22,ADAETH,20512144,348879416,-1,0.00083070,508.70000000,0.42257709,0.50870000,ADA,1630411215366,True,True,True,2021-08-31 20:00:15
23,ADAETH,20512145,348879416,-1,0.00083070,5.80000000,0.00481806,0.00580000,ADA,1630411215779,True,True,True,2021-08-31 20:00:15
10,ETHUSDC,11067357,394278352,-1,3529.18000000,0.00500000,17.64590000,0.01764590,USDC,1630496632996,False,True,True,2021-09-01 19:43:52
11,ETHUSDC,11067364,394279294,-1,3529.85000000,0.01000000,35.29850000,0.03529850,USDC,1630496713253,False,False,True,2021-09-01 19:45:13
12,ADAETH,20512145,348879416,-1,0.00083070,5.80000000,0.00481806,0.00580000,ADA,1630411215779,True,True,True,2021-08-31 20:00:15
22,ETHUSDC,11067357,394278352,-1,3529.18000000,0.00500000,17.64590000,0.01764590,USDC,1630496632996,False,True,True,2021-09-01 19:43:52
23,ETHUSDC,11067364,394279294,-1,3529.85000000,0.01000000,35.29850000,0.03529850,USDC,1630496713253,False,False,True,2021-09-01 19:45:13
0,SOLUSDT,93778124,885563299,-1,185.00000000,0.50000000,92.50000000,0.00050000,SOL,1630997938276,True,True,True,2021-09-07 14:58:58
13,FTTUSDT,12481993,157668439,-1,80.70000000,1.00000000,80.70000000,0.00100000,FTT,1630998124492,True,True,True,2021-09-07 15:02:04
1,SOLUSDT,93820751,885671271,-1,185.00000000,1.00000000,185.00000000,0.00100000,SOL,1630998253219,True,True,True,2021-09-07 15:04:13
2,SOLUSDT,93823872,885598731,-1,183.00000000,0.50000000,91.50000000,0.00050000,SOL,1630998284516,True,True,True,2021-09-07 15:04:44
3,SOLUSDT,93840230,885694161,-1,182.00000000,1.00000000,182.00000000,0.00100000,SOL,1630998370611,True,True,True,2021-09-07 15:06:10
4,SOLUSDT,94139716,886032842,-1,182.00000000,3.00000000,546.00000000,0.00300000,SOL,1631002942889,True,True,True,2021-09-07 16:22:22
24,ADAUSDT,273247945,2260775953,-1,2.65000000,100.00000000,265.00000000,0.10000000,ADA,1631003031548,True,True,True,2021-09-07 16:23:51
5,SOLUSDT,94498683,887311231,-1,177.00000000,1.00000000,177.00000000,0.00100000,SOL,1631007849280,True,True,True,2021-09-07 17:44:09
16,XRPUSDT,330977217,3188463175,-1,1.28000000,100.00000000,128.00000000,0.10000000,XRP,1631009430312,True,True,True,2021-09-07 18:10:30
6,SOLUSDT,95218752,887313533,-1,170.00000000,0.50000000,85.00000000,0.00050000,SOL,1631024962008,True,True,True,2021-09-07 22:29:22
14,FTTUSDT,12752313,157722724,-1,70.00000000,1.00000000,70.00000000,0.00100000,FTT,1631024962849,True,True,True,2021-09-07 22:29:22
15,FTTUSDT,12795695,157722895,-1,65.00000000,1.00000000,65.00000000,0.00100000,FTT,1631027229208,True,True,True,2021-09-07 23:07:09
7,SOLUSDT,95519541,889928883,-1,149.00000000,1.00000000,149.00000000,0.00100000,SOL,1631027248735,True,True,True,2021-09-07 23:07:28
17,ALGOUSDT,47728935,553028713,-1,1.61000000,215.00000000,346.15000000,0.21500000,ALGO,1631077146413,True,True,True,2021-09-08 12:59:06
18,ALGOUSDT,47728938,553028713,-1,1.61000000,19.00000000,30.59000000,0.01900000,ALGO,1631077146640,True,True,True,2021-09-08 12:59:06
19,ALGOUSDT,47728940,553028713,-1,1.61000000,47.00000000,75.67000000,0.04700000,ALGO,1631077146755,True,True,True,2021-09-08 12:59:06
20,ALGOUSDT,47728941,553028713,-1,1.61000000,27.00000000,43.47000000,0.02700000,ALGO,1631077146780,True,True,True,2021-09-08 12:59:06
8,FTMBTC,14911978,134383312,-1,0.00002980,18.00000000,0.00053640,0.01800000,FTM,1631105103901,True,True,True,2021-09-08 20:45:03
9,FTMBTC,14911979,134383312,-1,0.00002980,144.00000000,0.00429120,0.14400000,FTM,1631105104238,True,True,True,2021-09-08 20:45:04
10,FTMBTC,14911980,134383312,-1,0.00002980,100.00000000,0.00298000,0.10000000,FTM,1631105104240,True,True,True,2021-09-08 20:45:04
11,FTMBTC,14911981,134383312,-1,0.00002980,3093.00000000,0.09217140,3.09300000,FTM,1631105104241,True,True,True,2021-09-08 20:45:04
21,XLMUSDT,102219482,1252461753,-1,0.32890000,273.00000000,89.78970000,0.27300000,XLM,1631159511908,True,True,True,2021-09-09 11:51:51
